Amplitude,Rise Time,Turns,Phase,Baseline Crossing,Duration
629.0,1715940611.5004551,1,-7.62939453125e-06,1715940611.5004702,1.1920928955078125e-06
623.0,1715940611.5498142,1,-1.239776611328125e-05,1715940611.5498414,2.384185791015625e-06
626.0,1715940611.5998247,1,-1.4543533325195312e-05,1715940611.5998564,2.6226043701171875e-06
636.0,1715940611.6500251,1,-1.52587890625e-05,1715940611.650057,1.9073486328125e-06
631.0,1715940611.7001646,1,-1.4781951904296875e-05,1715940611.7001944,1.9073486328125e-06
631.0,1715940611.7502098,1,-1.5020370483398438e-05,1715940611.7502406,2.1457672119140625e-06
642.0,1715940611.8003721,1,-1.4066696166992188e-05,1715940611.800404,1.9073486328125e-06
638.0,1715940611.85061,1,-1.33514404296875e-05,1715940611.850641,2.384185791015625e-06
645.0,1715940611.9008062,1,-9.298324584960938e-06,1715940611.9008315,2.1457672119140625e-06
636.0,1715940611.952325,1,-8.58306884765625e-06,1715940611.95235,1.9073486328125e-06
636.0,1715940612.0022907,1,-9.298324584960938e-06,1715940612.0023148,1.6689300537109375e-06
638.0,1715940612.0525875,1,-1.7642974853515625e-05,1715940612.052619,2.384185791015625e-06
638.0,1715940612.1027832,1,-1.0251998901367188e-05,1715940612.1028063,1.6689300537109375e-06
642.0,1715940612.152942,1,-9.059906005859375e-06,1715940612.1529665,1.9073486328125e-06
637.0,1715940612.2030814,1,-1.7404556274414062e-05,1715940612.2031124,2.1457672119140625e-06
646.0,1715940612.2531428,1,-9.059906005859375e-06,1715940612.2531676,2.1457672119140625e-06
640.0,1715940612.3032749,1,-9.059906005859375e-06,1715940612.3033,1.6689300537109375e-06
649.0,1715940612.3534763,1,-8.106231689453125e-06,1715940612.3535006,2.1457672119140625e-06
643.0,1715940612.4035432,1,-9.059906005859375e-06,1715940612.403567,2.1457672119140625e-06
640.0,1715940612.4538255,1,-8.821487426757812e-06,1715940612.4538496,1.9073486328125e-06
637.0,1715940612.5039263,1,-9.059906005859375e-06,1715940612.504007,2.6226043701171875e-06
632.0,1715940612.5553436,1,-9.059906005859375e-06,1715940612.5553682,1.9073486328125e-06
631.0,1715940612.6055171,1,-9.775161743164062e-06,1715940612.6055403,2.1457672119140625e-06
628.0,1715940612.6556683,1,-1.049041748046875e-05,1715940612.6556916,1.9073486328125e-06
618.0,1715940612.7057755,1,-9.059906005859375e-06,1715940612.7058015,2.1457672119140625e-06
614.0,1715940612.7559206,1,-8.821487426757812e-06,1715940612.7559419,2.1457672119140625e-06
604.0,1715940612.806058,1,-8.821487426757812e-06,1715940612.8060794,2.1457672119140625e-06
598.0,1715940612.8562796,1,-9.059906005859375e-06,1715940612.8563015,1.6689300537109375e-06
580.0,1715940612.9062467,1,-8.58306884765625e-06,1715940612.906268,1.9073486328125e-06
567.0,1715940612.9564626,1,-8.58306884765625e-06,1715940612.9564838,2.1457672119140625e-06
551.0,1715940613.0077395,1,-8.58306884765625e-06,1715940613.0077643,1.6689300537109375e-06
546.0,1715940613.0567338,1,-9.298324584960938e-06,1715940613.0567563,1.6689300537109375e-06
530.0,1715940613.1083813,1,-1.0013580322265625e-05,1715940613.1084046,2.1457672119140625e-06
528.0,1715940613.1584425,1,-1.0251998901367188e-05,1715940613.1584678,2.1457672119140625e-06
514.0,1715940613.2085407,1,-9.059906005859375e-06,1715940613.2085652,1.9073486328125e-06
509.0,1715940613.2588124,1,-1.049041748046875e-05,1715940613.2588356,1.9073486328125e-06
497.0,1715940613.308918,1,-1.0728836059570312e-05,1715940613.3089418,3.0994415283203125e-06
493.0,1715940613.3590717,1,-8.821487426757812e-06,1715940613.3590958,9.5367431640625e-06
479.0,1715940613.4091728,1,-9.059906005859375e-06,1715940613.4091978,1.9073486328125e-06
476.0,1715940613.459296,1,-9.775161743164062e-06,1715940613.459319,1.9073486328125e-06
469.0,1715940613.5093746,1,-8.58306884765625e-06,1715940613.5093997,1.6689300537109375e-06
462.0,1715940613.5595846,1,-1.1205673217773438e-05,1715940613.559609,2.384185791015625e-06
449.0,1715940613.6109328,1,-1.1205673217773438e-05,1715940613.6109564,2.1457672119140625e-06
446.0,1715940613.6610925,1,-8.821487426757812e-06,1715940613.6611176,1.9073486328125e-06
438.0,1715940613.7111905,1,-8.58306884765625e-06,1715940613.7112162,1.6689300537109375e-06
438.0,1715940613.7613523,1,-1.0728836059570312e-05,1715940613.7613754,3.337860107421875e-06
424.0,1715940613.8114042,1,-8.58306884765625e-06,1715940613.8114283,2.1457672119140625e-06
421.0,1715940613.861573,1,-8.58306884765625e-06,1715940613.8615978,1.9073486328125e-06
414.0,1715940613.9116583,1,-8.344650268554688e-06,1715940613.911682,1.9073486328125e-06
415.0,1715940613.9618127,1,-1.0967254638671875e-05,1715940613.9618368,2.1457672119140625e-06
406.0,1715940614.0121214,1,-8.58306884765625e-06,1715940614.0121446,1.9073486328125e-06
404.0,1715940614.0622075,1,-9.5367431640625e-06,1715940614.062233,1.9073486328125e-06
398.0,1715940614.1135492,1,-1.0728836059570312e-05,1715940614.113573,1.9073486328125e-06
402.0,1715940614.163813,1,-1.049041748046875e-05,1715940614.1638362,1.9073486328125e-06
396.0,1715940614.2139115,1,-9.775161743164062e-06,1715940614.2139342,1.6689300537109375e-06
396.0,1715940614.2641337,1,-1.0251998901367188e-05,1715940614.2641563,1.9073486328125e-06
388.0,1715940614.3142874,1,-8.821487426757812e-06,1715940614.3143115,1.6689300537109375e-06
398.0,1715940614.3644912,1,-8.821487426757812e-06,1715940614.3645158,2.1457672119140625e-06
393.0,1715940614.414564,1,-1.0013580322265625e-05,1715940614.414587,2.1457672119140625e-06
392.0,1715940614.4648063,1,-8.821487426757812e-06,1715940614.4648309,1.9073486328125e-06
395.0,1715940614.514887,1,-8.821487426757812e-06,1715940614.5149112,2.1457672119140625e-06
396.0,1715940614.5650623,1,-1.0013580322265625e-05,1715940614.5650852,2.1457672119140625e-06
398.0,1715940614.6164682,1,-1.049041748046875e-05,1715940614.6164916,1.6689300537109375e-06
402.0,1715940614.6665535,1,-9.059906005859375e-06,1715940614.6665795,1.430511474609375e-06
402.0,1715940614.716645,1,-1.0013580322265625e-05,1715940614.7166684,1.9073486328125e-06
406.0,1715940614.7668169,1,-1.0251998901367188e-05,1715940614.7668397,2.1457672119140625e-06
