Amplitude,Rise Time,Turns,Phase,Baseline Crossing,Duration
771.0,1715939386.6575394,1,-4.935264587402344e-05,1715939386.6576033,2.1457672119140625e-06
778.0,1715939386.7077563,1,-1.3113021850585938e-05,1715939386.7077847,1.9073486328125e-06
770.0,1715939386.7575965,1,-1.33514404296875e-05,1715939386.7576208,1.430511474609375e-06
765.0,1715939386.8078725,1,-1.33514404296875e-05,1715939386.8078992,1.430511474609375e-06
764.0,1715939386.8579748,1,-1.33514404296875e-05,1715939386.857999,1.6689300537109375e-06
760.0,1715939386.908163,1,-1.3589859008789062e-05,1715939386.9081879,1.6689300537109375e-06
756.0,1715939386.958218,1,-1.1205673217773438e-05,1715939386.958244,1.430511474609375e-06
750.0,1715939387.009628,1,-1.239776611328125e-05,1715939387.009652,1.6689300537109375e-06
744.0,1715939387.0599055,1,-8.821487426757812e-06,1715939387.0599275,1.9073486328125e-06
734.0,1715939387.1100683,1,-8.58306884765625e-06,1715939387.1100895,1.430511474609375e-06
730.0,1715939387.1602244,1,-7.3909759521484375e-06,1715939387.1602428,1.1920928955078125e-06
725.0,1715939387.2102442,1,-9.775161743164062e-06,1715939387.210263,1.6689300537109375e-06
723.0,1715939387.2604392,1,-1.0013580322265625e-05,1715939387.2604592,1.6689300537109375e-06
716.0,1715939387.3105445,1,-1.0251998901367188e-05,1715939387.3105721,1.6689300537109375e-06
714.0,1715939387.360583,1,-8.58306884765625e-06,1715939387.360602,2.1457672119140625e-06
706.0,1715939387.4107518,1,-7.62939453125e-06,1715939387.4107714,1.430511474609375e-06
705.0,1715939387.4620826,1,-7.62939453125e-06,1715939387.4621012,2.384185791015625e-06
696.0,1715939387.512258,1,-9.5367431640625e-06,1715939387.512277,1.6689300537109375e-06
688.0,1715939387.5623276,1,-1.0013580322265625e-05,1715939387.5623465,1.6689300537109375e-06
680.0,1715939387.612573,1,-9.298324584960938e-06,1715939387.612592,1.430511474609375e-06
674.0,1715939387.6627219,1,-8.58306884765625e-06,1715939387.66274,1.430511474609375e-06
668.0,1715939387.7128801,1,-7.62939453125e-06,1715939387.7128985,1.430511474609375e-06
658.0,1715939387.762954,1,-7.867813110351562e-06,1715939387.7629728,1.430511474609375e-06
653.0,1715939387.813125,1,-9.059906005859375e-06,1715939387.8131433,1.430511474609375e-06
645.0,1715939387.863369,1,-8.344650268554688e-06,1715939387.8633893,1.430511474609375e-06
631.0,1715939387.9135494,1,-1.5735626220703125e-05,1715939387.9135773,1.430511474609375e-06
623.0,1715939387.9637053,1,-1.049041748046875e-05,1715939387.963726,1.6689300537109375e-06
617.0,1715939388.0150082,1,-1.0013580322265625e-05,1715939388.0150278,1.1920928955078125e-06
608.0,1715939388.0651572,1,-8.58306884765625e-06,1715939388.0651844,1.430511474609375e-06
602.0,1715939388.115236,1,-9.059906005859375e-06,1715939388.1152546,9.5367431640625e-07
599.0,1715939388.1653545,1,-9.298324584960938e-06,1715939388.1653738,1.1920928955078125e-06
589.0,1715939388.2154772,1,-7.3909759521484375e-06,1715939388.2154956,1.1920928955078125e-06
586.0,1715939388.2656739,1,-1.0013580322265625e-05,1715939388.2656937,1.430511474609375e-06
583.0,1715939388.3160288,1,-8.821487426757812e-06,1715939388.3160512,1.430511474609375e-06
577.0,1715939388.366069,1,-9.775161743164062e-06,1715939388.3660884,1.6689300537109375e-06
572.0,1715939388.4161687,1,-9.5367431640625e-06,1715939388.4161878,1.1920928955078125e-06
566.0,1715939388.4663236,1,-9.298324584960938e-06,1715939388.4663422,1.430511474609375e-06
559.0,1715939388.517812,1,-8.344650268554688e-06,1715939388.5178335,1.1920928955078125e-06
554.0,1715939388.5680356,1,-9.775161743164062e-06,1715939388.5680559,1.6689300537109375e-06
551.0,1715939388.6179543,1,-9.298324584960938e-06,1715939388.617973,1.1920928955078125e-06
544.0,1715939388.6681485,1,-9.775161743164062e-06,1715939388.6681676,1.430511474609375e-06
539.0,1715939388.718234,1,-9.059906005859375e-06,1715939388.7182527,1.430511474609375e-06
531.0,1715939388.7683847,1,-9.775161743164062e-06,1715939388.7684035,1.1920928955078125e-06
542.0,1715939388.820482,1,-9.298324584960938e-06,1715939388.820501,9.5367431640625e-07
528.0,1715939388.868757,1,-7.62939453125e-06,1715939388.8687751,1.430511474609375e-06
536.0,1715939388.9187007,1,-7.62939453125e-06,1715939388.9187155,7.152557373046875e-07
513.0,1715939388.9692569,1,-1.0251998901367188e-05,1715939388.96929,1.9073486328125e-06
517.0,1715939389.0195234,1,-5.078315734863281e-05,1715939389.019588,1.9073486328125e-06
