Amplitude,Rise Time,Turns,Phase,Baseline Crossing,Duration
577.0,1715939002.4250448,1,-5.9604644775390625e-06,1715939002.4250584,7.152557373046875e-07
585.0,1715939002.4751608,1,-5.9604644775390625e-06,1715939002.4751742,7.152557373046875e-07
587.0,1715939002.5252233,1,-8.344650268554688e-06,1715939002.5252392,1.1920928955078125e-06
589.0,1715939002.5753574,1,-1.239776611328125e-05,1715939002.5753775,9.5367431640625e-07
590.0,1715939002.62547,1,-8.58306884765625e-06,1715939002.625486,9.5367431640625e-07
595.0,1715939002.6768944,1,-8.106231689453125e-06,1715939002.6769118,7.152557373046875e-07
597.0,1715939002.7269828,1,-9.5367431640625e-06,1715939002.727004,1.1920928955078125e-06
602.0,1715939002.7771308,1,-8.821487426757812e-06,1715939002.777147,1.1920928955078125e-06
604.0,1715939002.8272257,1,-5.4836273193359375e-06,1715939002.827238,1.1920928955078125e-06
604.0,1715939002.877547,1,-8.344650268554688e-06,1715939002.8775644,1.1920928955078125e-06
607.0,1715939002.927634,1,-9.059906005859375e-06,1715939002.9276514,1.1920928955078125e-06
612.0,1715939002.9778297,1,-9.775161743164062e-06,1715939002.9778485,1.6689300537109375e-06
613.0,1715939003.027946,1,-8.106231689453125e-06,1715939003.0280101,1.9073486328125e-06
618.0,1715939003.0780315,1,-8.821487426757812e-06,1715939003.0780492,1.430511474609375e-06
621.0,1715939003.1294136,1,-8.821487426757812e-06,1715939003.129432,1.1920928955078125e-06
622.0,1715939003.1795475,1,-8.58306884765625e-06,1715939003.1795657,1.1920928955078125e-06
620.0,1715939003.2296522,1,-8.58306884765625e-06,1715939003.22967,1.430511474609375e-06
618.0,1715939003.279796,1,-6.9141387939453125e-06,1715939003.2798135,1.430511474609375e-06
616.0,1715939003.3323832,1,-8.821487426757812e-06,1715939003.3324015,1.1920928955078125e-06
614.0,1715939003.3801405,1,-6.67572021484375e-06,1715939003.3801563,1.1920928955078125e-06
615.0,1715939003.4302523,1,-8.821487426757812e-06,1715939003.4302697,9.5367431640625e-07
625.0,1715939003.4802787,1,-5.4836273193359375e-06,1715939003.4802907,7.152557373046875e-07
626.0,1715939003.530723,1,-1.5974044799804688e-05,1715939003.5307527,1.9073486328125e-06
626.0,1715939003.5808904,1,-9.5367431640625e-06,1715939003.5809145,1.6689300537109375e-06
630.0,1715939003.6309705,1,-9.775161743164062e-06,1715939003.6309938,1.9073486328125e-06
631.0,1715939003.6823058,1,-8.821487426757812e-06,1715939003.6823297,1.6689300537109375e-06
627.0,1715939003.7325544,1,-9.298324584960938e-06,1715939003.7325783,1.9073486328125e-06
628.0,1715939003.782768,1,-1.049041748046875e-05,1715939003.782791,2.86102294921875e-06
628.0,1715939003.832855,1,-9.059906005859375e-06,1715939003.832879,1.9073486328125e-06
625.0,1715939003.8846881,1,-9.5367431640625e-06,1715939003.8847125,2.1457672119140625e-06
616.0,1715939003.9330804,1,-1.1444091796875e-05,1715939003.9331036,1.9073486328125e-06
607.0,1715939003.98334,1,-9.059906005859375e-06,1715939003.9833636,5.2928924560546875e-05
608.0,1715939004.033449,1,-1.0967254638671875e-05,1715939004.0334718,1.6689300537109375e-06
608.0,1715939004.0836396,1,-9.775161743164062e-06,1715939004.083664,1.6689300537109375e-06
603.0,1715939004.1337,1,-1.049041748046875e-05,1715939004.133722,1.9073486328125e-06
598.0,1715939004.1851194,1,-9.298324584960938e-06,1715939004.1851432,1.9073486328125e-06
596.0,1715939004.2353053,1,-9.298324584960938e-06,1715939004.2353294,1.6689300537109375e-06
591.0,1715939004.2854354,1,-1.0013580322265625e-05,1715939004.2854576,1.9073486328125e-06
578.0,1715939004.3355367,1,-9.5367431640625e-06,1715939004.3355598,1.9073486328125e-06
570.0,1715939004.385646,1,-1.0013580322265625e-05,1715939004.3856683,1.9073486328125e-06
565.0,1715939004.4357789,1,-1.049041748046875e-05,1715939004.4358006,1.9073486328125e-06
558.0,1715939004.4859533,1,-9.059906005859375e-06,1715939004.4859746,2.6226043701171875e-06
548.0,1715939004.536146,1,-1.0967254638671875e-05,1715939004.5361674,1.9073486328125e-06
539.0,1715939004.5862944,1,-1.049041748046875e-05,1715939004.5863163,1.6689300537109375e-06
533.0,1715939004.6365712,1,-9.298324584960938e-06,1715939004.636594,1.6689300537109375e-06
526.0,1715939004.6885645,1,-1.1444091796875e-05,1715939004.6885872,1.9073486328125e-06
520.0,1715939004.7380462,1,-1.0967254638671875e-05,1715939004.7380688,1.6689300537109375e-06
518.0,1715939004.7883554,1,-4.887580871582031e-05,1715939004.7884185,1.9073486328125e-06
510.0,1715939004.838408,1,-1.049041748046875e-05,1715939004.838432,1.6689300537109375e-06
501.0,1715939004.888619,1,-9.775161743164062e-06,1715939004.8886402,1.9073486328125e-06
490.0,1715939004.938694,1,-1.0251998901367188e-05,1715939004.9387155,1.6689300537109375e-06
489.0,1715939004.9888523,1,-9.298324584960938e-06,1715939004.9888737,1.9073486328125e-06
480.0,1715939005.038932,1,-1.1205673217773438e-05,1715939005.0389545,1.430511474609375e-06
475.0,1715939005.0891051,1,-9.5367431640625e-06,1715939005.0891294,1.9073486328125e-06
470.0,1715939005.1392646,1,-1.0967254638671875e-05,1715939005.1392872,1.9073486328125e-06
461.0,1715939005.1894512,1,-1.0967254638671875e-05,1715939005.1894739,1.6689300537109375e-06
457.0,1715939005.2395387,1,-8.821487426757812e-06,1715939005.239562,1.430511474609375e-06
453.0,1715939005.2909398,1,-8.58306884765625e-06,1715939005.290963,1.430511474609375e-06
448.0,1715939005.3410447,1,-1.0251998901367188e-05,1715939005.3410661,1.9073486328125e-06
449.0,1715939005.3912802,1,-1.0728836059570312e-05,1715939005.3913023,1.6689300537109375e-06
447.0,1715939005.4413886,1,-1.0728836059570312e-05,1715939005.44142,1.6689300537109375e-06
443.0,1715939005.4915886,1,-8.821487426757812e-06,1715939005.491609,1.430511474609375e-06
435.0,1715939005.5416722,1,-9.059906005859375e-06,1715939005.5416934,1.6689300537109375e-06
437.0,1715939005.591847,1,-9.298324584960938e-06,1715939005.5918684,1.6689300537109375e-06
433.0,1715939005.6418936,1,-9.298324584960938e-06,1715939005.6419146,1.6689300537109375e-06
430.0,1715939005.6921816,1,-9.059906005859375e-06,1715939005.692202,1.6689300537109375e-06
429.0,1715939005.7433648,1,-1.0728836059570312e-05,1715939005.7433877,1.430511474609375e-06
431.0,1715939005.7935555,1,-9.298324584960938e-06,1715939005.7935781,1.6689300537109375e-06
