Amplitude,Rise Time,Turns,Phase,Baseline Crossing,Duration
554.0,1715938779.3320725,1,-1.2874603271484375e-05,1715938779.3320994,1.9073486328125e-06
559.0,1715938779.382149,1,-1.0728836059570312e-05,1715938779.3821762,2.384185791015625e-06
557.0,1715938779.4321873,1,-1.4781951904296875e-05,1715938779.432224,2.384185791015625e-06
561.0,1715938779.482311,1,-1.3589859008789062e-05,1715938779.482342,2.1457672119140625e-06
553.0,1715938779.5324564,1,-4.553794860839844e-05,1715938779.5325177,2.1457672119140625e-06
557.0,1715938779.5826254,1,-1.52587890625e-05,1715938779.5826576,1.9073486328125e-06
550.0,1715938779.636541,1,-1.52587890625e-05,1715938779.636573,2.1457672119140625e-06
555.0,1715938779.682945,1,-1.5020370483398438e-05,1715938779.6829767,2.6226043701171875e-06
548.0,1715938779.7342594,1,-1.0967254638671875e-05,1715938779.7342832,1.9073486328125e-06
557.0,1715938779.7841184,1,-4.76837158203125e-06,1715938779.7841318,1.1920928955078125e-06
570.0,1715938779.834215,1,-6.9141387939453125e-06,1715938779.8342288,7.152557373046875e-07
568.0,1715938779.8847923,1,-1.0728836059570312e-05,1715938779.8848157,1.6689300537109375e-06
577.0,1715938779.9350352,1,-9.298324584960938e-06,1715938779.9350607,1.9073486328125e-06
593.0,1715938779.9852827,1,-1.049041748046875e-05,1715938779.9853055,2.6226043701171875e-06
597.0,1715938780.0355144,1,-1.0967254638671875e-05,1715938780.0355382,1.6689300537109375e-06
606.0,1715938780.085822,1,-8.58306884765625e-06,1715938780.0858457,2.1457672119140625e-06
609.0,1715938780.1359298,1,-1.0013580322265625e-05,1715938780.136001,2.1457672119140625e-06
625.0,1715938780.1860375,1,-9.298324584960938e-06,1715938780.1860604,1.9073486328125e-06
621.0,1715938780.2362893,1,-1.0013580322265625e-05,1715938780.2363148,2.1457672119140625e-06
627.0,1715938780.288595,1,-1.0967254638671875e-05,1715938780.288618,1.9073486328125e-06
