Amplitude,Rise Time,Turns,Phase,Baseline Crossing,Duration
477.0,1715940190.7668374,1,-1.3113021850585938e-05,1715940190.7668653,1.9073486328125e-06
490.0,1715940190.8173373,1,-1.52587890625e-05,1715940190.8173726,2.384185791015625e-06
489.0,1715940190.86715,1,-1.5020370483398438e-05,1715940190.8671806,2.1457672119140625e-06
502.0,1715940190.9172528,1,-1.430511474609375e-05,1715940190.9172823,2.86102294921875e-06
499.0,1715940190.967351,1,-1.5020370483398438e-05,1715940190.967381,2.384185791015625e-06
507.0,1715940191.0176253,1,-1.33514404296875e-05,1715940191.0176558,2.1457672119140625e-06
507.0,1715940191.0689628,1,-1.5020370483398438e-05,1715940191.0689948,2.1457672119140625e-06
525.0,1715940191.1191728,1,-1.3113021850585938e-05,1715940191.119202,2.1457672119140625e-06
526.0,1715940191.1746254,1,-1.0967254638671875e-05,1715940191.1746552,1.9073486328125e-06
533.0,1715940191.2188926,1,-1.0251998901367188e-05,1715940191.2189152,2.6226043701171875e-06
537.0,1715940191.2689588,1,-1.0251998901367188e-05,1715940191.2689803,1.6689300537109375e-06
546.0,1715940191.31912,1,-1.0967254638671875e-05,1715940191.3191435,1.6689300537109375e-06
550.0,1715940191.370495,1,-8.58306884765625e-06,1715940191.3705173,1.6689300537109375e-06
562.0,1715940191.4206145,1,-8.58306884765625e-06,1715940191.4206378,1.6689300537109375e-06
568.0,1715940191.4706886,1,-1.0728836059570312e-05,1715940191.4707124,1.6689300537109375e-06
583.0,1715940191.52084,1,-1.049041748046875e-05,1715940191.5208635,1.430511474609375e-06
585.0,1715940191.5709984,1,-8.58306884765625e-06,1715940191.5710227,1.9073486328125e-06
600.0,1715940191.6211126,1,-9.059906005859375e-06,1715940191.6211367,1.6689300537109375e-06
601.0,1715940191.6712728,1,-8.821487426757812e-06,1715940191.6713023,2.1457672119140625e-06
610.0,1715940191.7213686,1,-9.5367431640625e-06,1715940191.7213902,1.9073486328125e-06
617.0,1715940191.7726927,1,-8.58306884765625e-06,1715940191.772713,1.9073486328125e-06
627.0,1715940191.8228538,1,-9.059906005859375e-06,1715940191.822875,1.9073486328125e-06
631.0,1715940191.872923,1,-1.6450881958007812e-05,1715940191.8729525,1.9073486328125e-06
645.0,1715940191.9231427,1,-8.58306884765625e-06,1715940191.923164,1.9073486328125e-06
652.0,1715940191.9733171,1,-8.58306884765625e-06,1715940191.9733384,1.9073486328125e-06
656.0,1715940192.02347,1,-8.821487426757812e-06,1715940192.0234907,1.9073486328125e-06
665.0,1715940192.0735824,1,-8.344650268554688e-06,1715940192.073603,1.6689300537109375e-06
669.0,1715940192.123816,1,-8.58306884765625e-06,1715940192.1238368,1.6689300537109375e-06
676.0,1715940192.174089,1,-8.344650268554688e-06,1715940192.17411,1.6689300537109375e-06
683.0,1715940192.2242856,1,-1.0013580322265625e-05,1715940192.2243078,1.430511474609375e-06
691.0,1715940192.274331,1,-8.58306884765625e-06,1715940192.2743554,1.9073486328125e-06
693.0,1715940192.3245096,1,-9.775161743164062e-06,1715940192.3245316,1.6689300537109375e-06
696.0,1715940192.375819,1,-9.5367431640625e-06,1715940192.3758407,2.1457672119140625e-06
707.0,1715940192.426128,1,-8.821487426757812e-06,1715940192.4261518,1.6689300537109375e-06
706.0,1715940192.4763043,1,-1.049041748046875e-05,1715940192.4763267,1.6689300537109375e-06
715.0,1715940192.5260577,1,-5.0067901611328125e-06,1715940192.5260708,7.152557373046875e-07
715.0,1715940192.5761986,1,-5.0067901611328125e-06,1715940192.5762122,1.1920928955078125e-06
718.0,1715940192.6263065,1,-5.245208740234375e-06,1715940192.6263196,7.152557373046875e-07
725.0,1715940192.6765153,1,-4.76837158203125e-06,1715940192.6765287,9.5367431640625e-07
730.0,1715940192.727021,1,-1.5974044799804688e-05,1715940192.7270498,2.384185791015625e-06
722.0,1715940192.7770805,1,-8.106231689453125e-06,1715940192.777104,1.6689300537109375e-06
725.0,1715940192.8272603,1,-1.049041748046875e-05,1715940192.8272827,2.1457672119140625e-06
739.0,1715940192.8785872,1,-1.0251998901367188e-05,1715940192.87861,1.9073486328125e-06
752.0,1715940192.928577,1,-9.5367431640625e-06,1715940192.9285989,1.6689300537109375e-06
755.0,1715940192.9790597,1,-8.344650268554688e-06,1715940192.9790833,1.9073486328125e-06
760.0,1715940193.0292523,1,-8.344650268554688e-06,1715940193.029273,2.1457672119140625e-06
753.0,1715940193.0793278,1,-9.059906005859375e-06,1715940193.0793488,1.6689300537109375e-06
762.0,1715940193.129499,1,-8.58306884765625e-06,1715940193.1295223,2.1457672119140625e-06
751.0,1715940193.1795986,1,-8.344650268554688e-06,1715940193.1796222,1.430511474609375e-06
757.0,1715940193.22988,1,-9.059906005859375e-06,1715940193.2299032,1.6689300537109375e-06
748.0,1715940193.2800293,1,-1.0967254638671875e-05,1715940193.2800596,1.9073486328125e-06
755.0,1715940193.3301158,1,-8.821487426757812e-06,1715940193.3301384,1.6689300537109375e-06
741.0,1715940193.3803902,1,-1.6927719116210938e-05,1715940193.3804195,1.9073486328125e-06
745.0,1715940193.4325936,1,-9.5367431640625e-06,1715940193.4326158,1.6689300537109375e-06
741.0,1715940193.4806252,1,-1.0013580322265625e-05,1715940193.480647,1.9073486328125e-06
737.0,1715940193.5308578,1,-1.049041748046875e-05,1715940193.5308802,1.9073486328125e-06
727.0,1715940193.5823479,1,-8.58306884765625e-06,1715940193.582372,1.430511474609375e-06
728.0,1715940193.6324797,1,-9.059906005859375e-06,1715940193.632503,1.9073486328125e-06
712.0,1715940193.6827986,1,-8.344650268554688e-06,1715940193.682822,1.6689300537109375e-06
712.0,1715940193.7329664,1,-8.821487426757812e-06,1715940193.73299,1.6689300537109375e-06
699.0,1715940193.783122,1,-1.049041748046875e-05,1715940193.783145,1.430511474609375e-06
704.0,1715940193.8332875,1,-1.0728836059570312e-05,1715940193.833311,1.9073486328125e-06
688.0,1715940193.8833816,1,-8.821487426757812e-06,1715940193.8834064,1.6689300537109375e-06
683.0,1715940193.9336658,1,-8.821487426757812e-06,1715940193.933689,1.6689300537109375e-06
673.0,1715940193.9845707,1,-9.775161743164062e-06,1715940193.9845927,1.9073486328125e-06
672.0,1715940194.0340002,1,-8.821487426757812e-06,1715940194.0340242,1.6689300537109375e-06
658.0,1715940194.0841792,1,-8.58306884765625e-06,1715940194.0842023,1.6689300537109375e-06
654.0,1715940194.1342945,1,-8.821487426757812e-06,1715940194.1343164,2.1457672119140625e-06
